set,middle,pangrams,word_count,total_points
jmrobae,j,"['jamboree', 'jeroboam']",11,65
jmrobae,m,"['jamboree', 'jeroboam']",41,182
jmrobae,r,"['jamboree', 'jeroboam']",58,235
jmrobae,o,"['jamboree', 'jeroboam']",38,160
jmrobae,b,"['jamboree', 'jeroboam']",44,183
jmrobae,a,"['jamboree', 'jeroboam']",48,194
jmrobae,e,"['jamboree', 'jeroboam']",49,201
oigsltb,o,"['biologist', 'biologists']",74,262
oigsltb,i,"['biologist', 'biologists']",58,221
oigsltb,g,"['biologist', 'biologists']",26,113
oigsltb,s,"['biologist', 'biologists']",82,310
oigsltb,l,"['biologist', 'biologists']",77,283
oigsltb,t,"['biologist', 'biologists']",58,223
oigsltb,b,"['biologist', 'biologists']",35,121
rcuisth,r,['christchurch'],53,260
rcuisth,c,['christchurch'],37,173
rcuisth,u,['christchurch'],52,210
rcuisth,i,['christchurch'],46,196
rcuisth,s,['christchurch'],67,269
rcuisth,t,['christchurch'],61,260
rcuisth,h,['christchurch'],40,165
rouigtn,r,"['grouting', 'routing', 'torturing', 'touring', 'tutoring']",66,380
rouigtn,o,"['grouting', 'routing', 'torturing', 'touring', 'tutoring']",75,402
rouigtn,u,"['grouting', 'routing', 'torturing', 'touring', 'tutoring']",50,317
rouigtn,i,"['grouting', 'routing', 'torturing', 'touring', 'tutoring']",81,532
rouigtn,g,"['grouting', 'routing', 'torturing', 'touring', 'tutoring']",76,492
rouigtn,t,"['grouting', 'routing', 'torturing', 'touring', 'tutoring']",76,438
rouigtn,n,"['grouting', 'routing', 'torturing', 'touring', 'tutoring']",91,564
roxplse,r,"['explorers', 'explores']",115,670
roxplse,o,"['explorers', 'explores']",130,652
roxplse,x,"['explorers', 'explores']",17,133
roxplse,p,"['explorers', 'explores']",136,748
roxplse,l,"['explorers', 'explores']",101,495
roxplse,s,"['explorers', 'explores']",154,828
roxplse,e,"['explorers', 'explores']",166,887
ivsland,i,['invalids'],81,362
ivsland,v,['invalids'],38,191
ivsland,s,['invalids'],69,306
ivsland,l,['invalids'],70,319
ivsland,a,['invalids'],98,439
ivsland,n,['invalids'],54,281
ivsland,d,['invalids'],51,231
zrslbae,z,['blazers'],21,107
zrslbae,r,['blazers'],108,556
zrslbae,s,['blazers'],139,694
zrslbae,l,['blazers'],113,564
zrslbae,b,['blazers'],110,552
zrslbae,a,['blazers'],158,765
zrslbae,e,['blazers'],173,827
wrigsan,w,['warnings'],47,236
wrigsan,r,['warnings'],60,316
wrigsan,i,['warnings'],118,649
wrigsan,g,['warnings'],109,594
wrigsan,s,['warnings'],90,420
wrigsan,a,['warnings'],98,491
wrigsan,n,['warnings'],118,656
mriplae,m,"['imperial', 'milliampere']",68,286
mriplae,r,"['imperial', 'milliampere']",98,448
mriplae,i,"['imperial', 'milliampere']",78,336
mriplae,p,"['imperial', 'milliampere']",88,399
mriplae,l,"['imperial', 'milliampere']",84,353
mriplae,a,"['imperial', 'milliampere']",99,403
mriplae,e,"['imperial', 'milliampere']",107,463
cnigthd,c,['ditching'],21,120
cnigthd,n,['ditching'],41,230
cnigthd,i,['ditching'],50,259
cnigthd,g,['ditching'],34,218
cnigthd,t,['ditching'],28,155
cnigthd,h,['ditching'],31,150
cnigthd,d,['ditching'],17,100
couipsn,c,"['conspicuous', 'inconspicuous', 'suspicion', 'suspicions']",50,324
couipsn,o,"['conspicuous', 'inconspicuous', 'suspicion', 'suspicions']",75,430
couipsn,u,"['conspicuous', 'inconspicuous', 'suspicion', 'suspicions']",55,303
couipsn,i,"['conspicuous', 'inconspicuous', 'suspicion', 'suspicions']",62,373
couipsn,p,"['conspicuous', 'inconspicuous', 'suspicion', 'suspicions']",64,303
couipsn,s,"['conspicuous', 'inconspicuous', 'suspicion', 'suspicions']",88,432
couipsn,n,"['conspicuous', 'inconspicuous', 'suspicion', 'suspicions']",78,436
rcouign,r,"['concurring', 'occurring']",45,255
rcouign,c,"['concurring', 'occurring']",33,201
rcouign,o,"['concurring', 'occurring']",46,246
rcouign,u,"['concurring', 'occurring']",26,160
rcouign,i,"['concurring', 'occurring']",56,333
rcouign,g,"['concurring', 'occurring']",45,272
rcouign,n,"['concurring', 'occurring']",61,344
oiglban,o,['ballooning'],70,346
oiglban,i,['ballooning'],81,479
oiglban,g,['ballooning'],90,513
oiglban,l,['ballooning'],83,430
oiglban,b,['ballooning'],59,317
oiglban,a,['ballooning'],71,360
oiglban,n,['ballooning'],103,573
ristbed,r,"['bedsitter', 'bedsitters', 'bestirred']",199,1140
ristbed,i,"['bedsitter', 'bedsitters', 'bestirred']",186,989
ristbed,s,"['bedsitter', 'bedsitters', 'bestirred']",200,1103
ristbed,t,"['bedsitter', 'bedsitters', 'bestirred']",172,976
ristbed,b,"['bedsitter', 'bedsitters', 'bestirred']",94,490
ristbed,e,"['bedsitter', 'bedsitters', 'bestirred']",276,1487
ristbed,d,"['bedsitter', 'bedsitters', 'bestirred']",162,939
rcostan,r,"['cartons', 'cartoons', 'contactors', 'contractors', 'contracts', 'contrast', 'contrasts', 'sacrosanct', 'transactor', 'transactors']",129,783
rcostan,c,"['cartons', 'cartoons', 'contactors', 'contractors', 'contracts', 'contrast', 'contrasts', 'sacrosanct', 'transactor', 'transactors']",132,847
rcostan,o,"['cartons', 'cartoons', 'contactors', 'contractors', 'contracts', 'contrast', 'contrasts', 'sacrosanct', 'transactor', 'transactors']",158,929
rcostan,s,"['cartons', 'cartoons', 'contactors', 'contractors', 'contracts', 'contrast', 'contrasts', 'sacrosanct', 'transactor', 'transactors']",148,863
rcostan,t,"['cartons', 'cartoons', 'contactors', 'contractors', 'contracts', 'contrast', 'contrasts', 'sacrosanct', 'transactor', 'transactors']",164,954
rcostan,a,"['cartons', 'cartoons', 'contactors', 'contractors', 'contracts', 'contrast', 'contrasts', 'sacrosanct', 'transactor', 'transactors']",163,955
rcostan,n,"['cartons', 'cartoons', 'contactors', 'contractors', 'contracts', 'contrast', 'contrasts', 'sacrosanct', 'transactor', 'transactors']",101,654
iplsaed,i,"['displease', 'displeased', 'displeases', 'palisade', 'palisades', 'palsied']",163,840
iplsaed,p,"['displease', 'displeased', 'displeases', 'palisade', 'palisades', 'palsied']",176,910
iplsaed,l,"['displease', 'displeased', 'displeases', 'palisade', 'palisades', 'palsied']",226,1179
iplsaed,s,"['displease', 'displeased', 'displeases', 'palisade', 'palisades', 'palsied']",244,1226
iplsaed,a,"['displease', 'displeased', 'displeases', 'palisade', 'palisades', 'palsied']",200,1013
iplsaed,e,"['displease', 'displeased', 'displeases', 'palisade', 'palisades', 'palsied']",267,1417
iplsaed,d,"['displease', 'displeased', 'displeases', 'palisade', 'palisades', 'palsied']",181,986
roivsne,r,"['environs', 'inversion', 'inversions', 'reversion', 'revision', 'revisions', 'version', 'versions']",141,828
roivsne,o,"['environs', 'inversion', 'inversions', 'reversion', 'revision', 'revisions', 'version', 'versions']",94,567
roivsne,i,"['environs', 'inversion', 'inversions', 'reversion', 'revision', 'revisions', 'version', 'versions']",105,638
roivsne,v,"['environs', 'inversion', 'inversions', 'reversion', 'revision', 'revisions', 'version', 'versions']",90,596
roivsne,s,"['environs', 'inversion', 'inversions', 'reversion', 'revision', 'revisions', 'version', 'versions']",161,944
roivsne,n,"['environs', 'inversion', 'inversions', 'reversion', 'revision', 'revisions', 'version', 'versions']",110,638
roivsne,e,"['environs', 'inversion', 'inversions', 'reversion', 'revision', 'revisions', 'version', 'versions']",181,1014
ruigled,r,['guilder'],95,473
ruigled,u,['guilder'],58,271
ruigled,i,['guilder'],70,347
ruigled,g,['guilder'],73,379
ruigled,l,['guilder'],79,373
ruigled,e,['guilder'],124,616
ruigled,d,['guilder'],110,552
mrcisan,m,['narcissism'],62,278
mrcisan,r,['narcissism'],48,220
mrcisan,c,['narcissism'],47,233
mrcisan,i,['narcissism'],74,341
mrcisan,s,['narcissism'],76,347
mrcisan,a,['narcissism'],100,450
mrcisan,n,['narcissism'],48,234
mofstah,m,['fathoms'],47,182
mofstah,o,['fathoms'],65,253
mofstah,f,['fathoms'],22,99
mofstah,s,['fathoms'],71,276
mofstah,t,['fathoms'],64,273
mofstah,a,['fathoms'],61,241
mofstah,h,['fathoms'],46,191
woivsad,w,"['disavow', 'disavows']",15,63
woivsad,o,"['disavow', 'disavows']",25,99
woivsad,i,"['disavow', 'disavows']",27,108
woivsad,v,"['disavow', 'disavows']",20,93
woivsad,s,"['disavow', 'disavows']",30,103
woivsad,a,"['disavow', 'disavows']",26,86
woivsad,d,"['disavow', 'disavows']",31,113
mrcsbae,m,"['cambers', 'embraces']",83,418
mrcsbae,r,"['cambers', 'embraces']",138,702
mrcsbae,c,"['cambers', 'embraces']",85,455
mrcsbae,s,"['cambers', 'embraces']",152,759
mrcsbae,b,"['cambers', 'embraces']",77,391
mrcsbae,a,"['cambers', 'embraces']",181,865
mrcsbae,e,"['cambers', 'embraces']",160,793
mistned,m,"['indemnities', 'sediment', 'sediments', 'timidness']",116,648
mistned,i,"['indemnities', 'sediment', 'sediments', 'timidness']",196,1110
mistned,s,"['indemnities', 'sediment', 'sediments', 'timidness']",209,1232
mistned,t,"['indemnities', 'sediment', 'sediments', 'timidness']",183,1075
mistned,n,"['indemnities', 'sediment', 'sediments', 'timidness']",175,1056
mistned,e,"['indemnities', 'sediment', 'sediments', 'timidness']",266,1483
mistned,d,"['indemnities', 'sediment', 'sediments', 'timidness']",164,959
uigstqn,u,['squinting'],49,225
uigstqn,i,['squinting'],65,344
uigstqn,g,['squinting'],49,274
uigstqn,s,['squinting'],71,316
uigstqn,t,['squinting'],57,290
uigstqn,q,['squinting'],6,43
uigstqn,n,['squinting'],68,357
uxstane,u,['extenuates'],66,354
uxstane,x,['extenuates'],20,119
uxstane,s,['extenuates'],138,694
uxstane,t,['extenuates'],135,690
uxstane,a,['extenuates'],110,591
uxstane,n,['extenuates'],107,554
uxstane,e,['extenuates'],142,726
mrsltne,m,['resettlement'],45,261
mrsltne,r,['resettlement'],92,559
mrsltne,s,['resettlement'],143,800
mrsltne,l,['resettlement'],74,441
mrsltne,t,['resettlement'],135,767
mrsltne,n,['resettlement'],75,473
mrsltne,e,['resettlement'],183,966
rcivtae,r,"['attractive', 'creative', 'reactivate', 'reactive', 'recitative', 'recreative', 'tractive']",123,713
rcivtae,c,"['attractive', 'creative', 'reactivate', 'reactive', 'recitative', 'recreative', 'tractive']",79,497
rcivtae,i,"['attractive', 'creative', 'reactivate', 'reactive', 'recitative', 'recreative', 'tractive']",80,510
rcivtae,v,"['attractive', 'creative', 'reactivate', 'reactive', 'recitative', 'recreative', 'tractive']",54,364
rcivtae,t,"['attractive', 'creative', 'reactivate', 'reactive', 'recitative', 'recreative', 'tractive']",98,617
rcivtae,a,"['attractive', 'creative', 'reactivate', 'reactive', 'recitative', 'recreative', 'tractive']",104,616
rcivtae,e,"['attractive', 'creative', 'reactivate', 'reactive', 'recitative', 'recreative', 'tractive']",120,689
mrslbae,m,"['assembler', 'assemblers', 'brambles', 'embalmers', 'marbles', 'ramblers', 'rambles', 'reassemble', 'reassembles']",118,704
mrslbae,r,"['assembler', 'assemblers', 'brambles', 'embalmers', 'marbles', 'ramblers', 'rambles', 'reassemble', 'reassembles']",149,886
mrslbae,s,"['assembler', 'assemblers', 'brambles', 'embalmers', 'marbles', 'ramblers', 'rambles', 'reassemble', 'reassembles']",208,1156
mrslbae,l,"['assembler', 'assemblers', 'brambles', 'embalmers', 'marbles', 'ramblers', 'rambles', 'reassemble', 'reassembles']",171,986
mrslbae,b,"['assembler', 'assemblers', 'brambles', 'embalmers', 'marbles', 'ramblers', 'rambles', 'reassemble', 'reassembles']",154,919
mrslbae,a,"['assembler', 'assemblers', 'brambles', 'embalmers', 'marbles', 'ramblers', 'rambles', 'reassemble', 'reassembles']",237,1262
mrslbae,e,"['assembler', 'assemblers', 'brambles', 'embalmers', 'marbles', 'ramblers', 'rambles', 'reassemble', 'reassembles']",241,1310
mrcoibh,m,['rhombic'],19,78
mrcoibh,r,['rhombic'],20,86
mrcoibh,c,['rhombic'],17,84
mrcoibh,o,['rhombic'],27,105
mrcoibh,i,['rhombic'],17,70
mrcoibh,b,['rhombic'],14,45
mrcoibh,h,['rhombic'],16,70
roypste,r,"['prototypes', 'stereotype', 'stereotypes']",220,1277
roypste,o,"['prototypes', 'stereotype', 'stereotypes']",207,1117
roypste,y,"['prototypes', 'stereotype', 'stereotypes']",63,342
roypste,p,"['prototypes', 'stereotype', 'stereotypes']",187,1030
roypste,s,"['prototypes', 'stereotype', 'stereotypes']",234,1296
roypste,t,"['prototypes', 'stereotype', 'stereotypes']",195,1063
roypste,e,"['prototypes', 'stereotype', 'stereotypes']",241,1353
roiygln,r,['glorying'],31,154
roiygln,o,['glorying'],53,222
roiygln,i,['glorying'],50,268
roiygln,y,['glorying'],24,99
roiygln,g,['glorying'],52,268
roiygln,l,['glorying'],41,192
roiygln,n,['glorying'],47,240
rnithed,r,['inherited'],130,725
rnithed,n,['inherited'],112,622
rnithed,i,['inherited'],128,675
rnithed,t,['inherited'],128,725
rnithed,h,['inherited'],56,312
rnithed,e,['inherited'],185,978
rnithed,d,['inherited'],113,603
gvtaned,g,['advantage'],42,215
gvtaned,v,['advantage'],29,143
gvtaned,t,['advantage'],62,325
gvtaned,a,['advantage'],86,419
gvtaned,n,['advantage'],85,417
gvtaned,e,['advantage'],107,508
gvtaned,d,['advantage'],66,343
cuistnd,c,['inducts'],24,123
cuistnd,u,['inducts'],46,172
cuistnd,i,['inducts'],44,211
cuistnd,s,['inducts'],58,232
cuistnd,t,['inducts'],51,220
cuistnd,n,['inducts'],43,204
cuistnd,d,['inducts'],26,122
wjcksad,w,['jackdaws'],6,26
wjcksad,j,['jackdaws'],6,36
wjcksad,c,['jackdaws'],12,54
wjcksad,k,['jackdaws'],10,48
wjcksad,s,['jackdaws'],15,47
wjcksad,a,['jackdaws'],18,60
wjcksad,d,['jackdaws'],7,31
iyfgted,i,['fidgety'],30,128
iyfgted,y,['fidgety'],16,62
iyfgted,f,['fidgety'],22,93
iyfgted,g,['fidgety'],12,63
iyfgted,t,['fidgety'],27,105
iyfgted,e,['fidgety'],39,137
iyfgted,d,['fidgety'],36,141
ouitand,o,"['audition', 'inundation']",41,196
ouitand,u,"['audition', 'inundation']",22,99
ouitand,i,"['audition', 'inundation']",43,241
ouitand,t,"['audition', 'inundation']",51,235
ouitand,a,"['audition', 'inundation']",44,219
ouitand,n,"['audition', 'inundation']",50,243
ouitand,d,"['audition', 'inundation']",26,126
mutlbae,m,['mutable'],57,241
mutlbae,u,['mutable'],43,182
mutlbae,t,['mutable'],71,284
mutlbae,l,['mutable'],87,368
mutlbae,b,['mutable'],69,282
mutlbae,a,['mutable'],87,332
mutlbae,e,['mutable'],92,367
runigah,r,"['haranguing', 'hungarian']",45,254
runigah,u,"['haranguing', 'hungarian']",24,145
runigah,n,"['haranguing', 'hungarian']",63,369
runigah,i,"['haranguing', 'hungarian']",56,340
runigah,g,"['haranguing', 'hungarian']",64,368
runigah,a,"['haranguing', 'hungarian']",51,287
runigah,h,"['haranguing', 'hungarian']",23,126
uigtlbn,u,['blunting'],36,179
uigtlbn,i,['blunting'],51,298
uigtlbn,g,['blunting'],47,291
uigtlbn,t,['blunting'],35,183
uigtlbn,l,['blunting'],42,201
uigtlbn,b,['blunting'],22,121
uigtlbn,n,['blunting'],47,295
rcokped,r,['precooked'],106,546
rcokped,c,['precooked'],73,373
rcokped,o,['precooked'],103,483
rcokped,k,['precooked'],43,188
rcokped,p,['precooked'],69,311
rcokped,e,['precooked'],128,641
rcokped,d,['precooked'],98,513
opstane,o,"['potentates', 'teaspoon', 'teaspoons']",128,622
opstane,p,"['potentates', 'teaspoon', 'teaspoons']",145,669
opstane,s,"['potentates', 'teaspoon', 'teaspoons']",226,1071
opstane,t,"['potentates', 'teaspoon', 'teaspoons']",200,987
opstane,a,"['potentates', 'teaspoon', 'teaspoons']",150,725
opstane,n,"['potentates', 'teaspoon', 'teaspoons']",148,750
opstane,e,"['potentates', 'teaspoon', 'teaspoons']",219,1075
rcstaed,r,"['castrated', 'descartes', 'desecrate', 'desecrated', 'desecrates', 'detracts', 'scattered']",353,2208
rcstaed,c,"['castrated', 'descartes', 'desecrate', 'desecrated', 'desecrates', 'detracts', 'scattered']",194,1253
rcstaed,s,"['castrated', 'descartes', 'desecrate', 'desecrated', 'desecrates', 'detracts', 'scattered']",330,2038
rcstaed,t,"['castrated', 'descartes', 'desecrate', 'desecrated', 'desecrates', 'detracts', 'scattered']",285,1773
rcstaed,a,"['castrated', 'descartes', 'desecrate', 'desecrated', 'desecrates', 'detracts', 'scattered']",358,2149
rcstaed,e,"['castrated', 'descartes', 'desecrate', 'desecrated', 'desecrates', 'detracts', 'scattered']",425,2602
rcstaed,d,"['castrated', 'descartes', 'desecrate', 'desecrated', 'desecrates', 'detracts', 'scattered']",220,1437
rcyslba,r,['barclays'],44,205
rcyslba,c,['barclays'],39,191
rcyslba,y,['barclays'],41,188
rcyslba,s,['barclays'],61,266
rcyslba,l,['barclays'],41,183
rcyslba,b,['barclays'],43,169
rcyslba,a,['barclays'],87,352
rysltne,r,"['relentlessly', 'sternly']",98,591
rysltne,y,"['relentlessly', 'sternly']",40,239
rysltne,s,"['relentlessly', 'sternly']",136,779
rysltne,l,"['relentlessly', 'sternly']",82,478
rysltne,t,"['relentlessly', 'sternly']",126,718
rysltne,n,"['relentlessly', 'sternly']",77,474
rysltne,e,"['relentlessly', 'sternly']",174,927
riyvled,r,['delivery'],94,507
riyvled,i,['delivery'],97,515
riyvled,y,['delivery'],41,191
riyvled,v,['delivery'],79,451
riyvled,l,['delivery'],94,501
riyvled,e,['delivery'],134,667
riyvled,d,['delivery'],93,490
rifgpne,r,['preferring'],81,450
rifgpne,i,['preferring'],93,519
rifgpne,f,['preferring'],37,212
rifgpne,g,['preferring'],67,438
rifgpne,p,['preferring'],43,227
rifgpne,n,['preferring'],78,470
rifgpne,e,['preferring'],88,451
coplsae,c,"['collapse', 'collapses', 'escalopes']",87,459
coplsae,o,"['collapse', 'collapses', 'escalopes']",104,457
coplsae,p,"['collapse', 'collapses', 'escalopes']",154,693
coplsae,l,"['collapse', 'collapses', 'escalopes']",160,725
coplsae,s,"['collapse', 'collapses', 'escalopes']",190,917
coplsae,a,"['collapse', 'collapses', 'escalopes']",144,692
coplsae,e,"['collapse', 'collapses', 'escalopes']",165,796
onutahd,o,['handout'],26,68
onutahd,n,['handout'],27,87
onutahd,u,['handout'],19,57
onutahd,t,['handout'],29,76
onutahd,a,['handout'],28,89
onutahd,h,['handout'],19,67
onutahd,d,['handout'],16,54
mrislta,m,"['alarmist', 'alarmists', 'militarism', 'militarist', 'militarists', 'mistral', 'mistrial']",93,477
mrislta,r,"['alarmist', 'alarmists', 'militarism', 'militarist', 'militarists', 'mistral', 'mistrial']",89,485
mrislta,i,"['alarmist', 'alarmists', 'militarism', 'militarist', 'militarists', 'mistral', 'mistrial']",136,644
mrislta,s,"['alarmist', 'alarmists', 'militarism', 'militarist', 'militarists', 'mistral', 'mistrial']",143,699
mrislta,l,"['alarmist', 'alarmists', 'militarism', 'militarist', 'militarists', 'mistral', 'mistrial']",118,579
mrislta,t,"['alarmist', 'alarmists', 'militarism', 'militarist', 'militarists', 'mistral', 'mistrial']",112,579
mrislta,a,"['alarmist', 'alarmists', 'militarism', 'militarist', 'militarists', 'mistral', 'mistrial']",156,758
jmisane,j,['jasmine'],9,40
jmisane,m,['jasmine'],84,383
jmisane,i,['jasmine'],66,322
jmisane,s,['jasmine'],93,466
jmisane,a,['jasmine'],88,406
jmisane,n,['jasmine'],77,366
jmisane,e,['jasmine'],82,381
roplthe,r,['porthole'],87,422
roplthe,o,['porthole'],99,418
roplthe,p,['porthole'],72,309
roplthe,l,['porthole'],63,268
roplthe,t,['porthole'],83,393
roplthe,h,['porthole'],45,218
roplthe,e,['porthole'],107,493
rousbed,r,"['rosebud', 'rosebuds']",136,643
rousbed,o,"['rosebud', 'rosebuds']",113,514
rousbed,u,"['rosebud', 'rosebuds']",70,303
rousbed,s,"['rosebud', 'rosebuds']",140,612
rousbed,b,"['rosebud', 'rosebuds']",89,422
rousbed,e,"['rosebud', 'rosebuds']",166,796
rousbed,d,"['rosebud', 'rosebuds']",127,618
cxitane,c,['inexact'],41,210
cxitane,x,['inexact'],17,67
cxitane,i,['inexact'],51,242
cxitane,t,['inexact'],68,328
cxitane,a,['inexact'],62,305
cxitane,n,['inexact'],67,320
cxitane,e,['inexact'],52,231
costane,c,"['acetones', 'cantonese', 'concatenates', 'constance', 'contestant', 'contestants', 'cosecant']",151,945
costane,o,"['acetones', 'cantonese', 'concatenates', 'constance', 'contestant', 'contestants', 'cosecant']",149,862
